MonuNum,Run_no,MonuNm,Type,Comp_sheet,TOPO,Gauss_Lo,LO,Y_Gauss,Y_LO,X_Gauss,X_LO,MSL_Hgt,H_acc,LatCD,LonCD,P_acc,CM_UTM,UTMCM,E_UTM,Y_UTM,N_UTM,X_UTM,Lat_WGS84,Lon_WGS84,P84_acc,EllpHgt,H84_acc,Geoid_Sep,Src_Geoid,PedHgt,PillHgt,TopSignal,BotSignal,Establ,Date_Revisions,Observed,Computed,Last_insp,Destroy,DegSqr,Invest,Check,Remark,Intervisibility,AREA_NM,Township,Reported_by
TSM705,705,,TSM,TR9627,1731C3,31,,-9474.17,,1971296.82,,1498.1,,174925.224,310521.727,,33,,297500.18,,8028460.22,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM706,706,,TSM,TR9627,1731C3,31,,-9594.65,,1971319.4,,1500.46,,174925.957,310525.819,,33,,297620.92,,8028438.93,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM707,707,,TSM,TR9627,1731C3,31,,-9496.99,,1971645.24,,1500.9,,174936.558,310522.508,,33,,297526.73,,8028112.03,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM708,708,,TSM,TR9627,1731C3,31,,-9387.31,,1971550.8,,1498.3,,174933.488,310518.782,,33,,297416.03,,8028205.3,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM709,709,,TSM,TR9627,1731C3,31,,-9295.24,,1971659.26,,1496.62,,174937.017,310515.657,,33,,297325.12,,8028095.85,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM71,71,,TSM,TR9227,1731C3,31,,-4498.85,,1972327.41,,1472.31,,174958.806,310232.782,,33,,292535.58,,8027376.37,,0,0,,0,,0,,0,0,0,0,,1971-12-01 00:00:00,,,,,1731,False,False,,,Harare,,
TSM710,710,,TSM,TR9627,1731C3,31,,-9532.98,,1971861.71,,1501.19,,174943.599,310523.734,,33,,297565.03,,8027895.93,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM7100,7100,,TSM,TR2274,1730A4,31,,65141.48,,1924137.02,,1271.35,,172347.805,302313.131,,33,,222367.62,,8074843.04,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7101,7101,,TSM,TR2275,1730A4,31,,64960.85,,1923908.07,,1269.84,,172340.376,302319.275,,33,,222545.94,,8075073.96,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7102,7102,,TSM,TR2275,1730A4,31,,64849.7,,1923754.97,,1268.06,,172335.408,302323.057,,33,,222655.54,,8075228.3,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7103,7103,,TSM,TR2275,1730A4,31,,64731.04,,1923696.56,,1265.86,,172333.52,302327.082,,33,,222773.64,,8075287.98,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7104,7104,,TSM,TR2275,1730A4,31,,64836.8,,1923462.63,,1268.62,,172325.9,302323.526,,33,,222665.4,,8075520.9,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7105,7105,,TSM,TR2275,1730A4,31,,65103.66,,1923438.9,,1268.46,,172325.1,302314.488,,33,,222398.17,,8075541.86,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7106,7106,,TSM,TR2275,1730A4,31,,65279.68,,1923316.66,,1266.39,,172321.106,302308.538,,33,,222220.79,,8075662.3,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7107,7107,,TSM,TR2275,1730A4,31,,64568.94,,1923567.26,,1265.08,,172329.331,302332.588,,33,,222934.46,,8075419.02,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7108,7108,,TSM,TR2275,1730A4,31,,64673.06,,1923430.16,,1267.26,,172324.86,302329.076,,33,,222828.86,,8075555.1,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7109,7109,,TSM,TR2275,1730A4,31,,64679.2,,1923190.59,,1265.9,,172317.067,302328.894,,33,,222820.22,,8075794.7,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM711,711,,TSM,TR9627,1731C3,31,,-9600.63,,1971782.19,,1501.91,,174941.011,310526.03,,33,,297631.84,,8027976.17,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM7110,7110,,TSM,TR2275,1730A4,31,,64717.03,,1923065.48,,1266.6,,172312.994,302327.625,,33,,222781.06,,8075919.48,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7111,7111,,TSM,TR2276,1730A4,31,,64882.67,,1922918.17,,1268.99,,172308.184,302322.03,,33,,222613.82,,8076065.12,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7112,7112,,TSM,TR2276,1730A4,31,,65009.43,,1922776.96,,1269.25,,172303.578,302317.752,,33,,222485.52,,8076205.08,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7113,7113,,TSM,TR2275,1730A4,31,,65177.81,,1923002.65,,1267.24,,172310.902,302312.023,,33,,222319.42,,8075977.52,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7114,7114,,TSM,TR2275,1730A4,31,,65306.22,,1923030.29,,1265.74,,172311.788,302307.67,,33,,222191.24,,8075948.53,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7115,7115,,TSM,TR2275,1730A4,31,0,64513.25,,1923163.45,0,1262.76,,172316.201,302334.518,,33,0,222985.96,0,8075823.6,0,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7116,7116,,TSM,TR2275,1730A4,31,,64485.24,,1923397.63,,1266.02,,172323.822,302335.442,,33,,223016.42,,8075589.6,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7117,7117,,TSM,TR2275,1730A4,31,,64456.14,,1923503.82,,1264.88,,172327.279,302336.416,,33,,223046.66,,8075483.67,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7118,7118,,TSM,TR2275,1730A4,31,,64364.7,,1923629.56,,1260.78,,172331.378,302339.5,,33,,223139.44,,8075358.84,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7119,7119,,TSM,TR2275,1730A4,31,,64234.54,,1923683.83,,1257.21,,172333.157,302343.904,,33,,223270.22,,8075305.9,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM712,712,,TSM,TR9627,1731C3,31,,-9711.31,,1971604.3,,1503.11,,174935.223,310529.785,,33,,297740.62,,8028155.26,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM7120,7120,,TSM,TR2275,1730A4,31,,64049.53,,1923624.08,,1256.31,,172331.232,302350.178,,33,,223454.7,,8075367.61,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7121,7121,,TSM,TR2275,1730A4,31,,64020.68,,1923558.53,,1256.29,,172329.104,302351.162,,33,,223482.88,,8075433.48,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7122,7122,,TSM,TR2275,1730A4,31,,63763.7,,1923532.62,,1248.4,,172328.286,302359.87,,33,,223739.7,,8075462.1,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7123,7123,,TSM,TR2275,1730A4,31,,63773.52,,1923382.96,,1246.23,,172323.418,302359.553,,33,,223728.3,,8075611.7,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7124,7124,,TSM,TR2275,1730A4,31,,63993.74,,1923394.8,,1253.14,,172323.78,302352.092,,33,,223508.12,,8075597.56,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7125,7125,,TSM,TR2275,1730A4,31,,64105.36,,1923456.96,,1257.81,,172325.79,302348.304,,33,,223397.1,,8075534.22,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7126,7126,,TSM,TR2275,1730A4,31,,64226.49,,1923531.14,,1260.86,,172328.192,302344.192,,33,,223276.68,,8075458.74,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7127,7127,,TSM,TR2275,1730A4,31,,64292.44,,1923475.54,,1262.49,,172326.376,302341.964,,33,,223210.12,,8075513.68,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7128,7128,,TSM,TR2275,1730A4,31,,64307.16,,1923383.98,,1262.72,,172323.396,302341.476,,33,,223194.45,,8075605.12,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7129,7129,,TSM,TR2275,1730A4,31,,64168.34,,1923306.44,,1256.24,,172320.888,302346.186,,33,,223332.52,,8075684.15,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM713,713,,TSM,TR9627,1731C3,31,,-9735.36,,1971511.36,,1503.09,,174932.199,310530.6,,33,,297763.68,,8028248.47,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM7130,7130,,TSM,TR2275,1730A4,31,,64185.69,,1923114.01,,1252.64,,172314.626,302345.619,,33,,223313.15,,8075876.48,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7131,7131,,TSM,TR2275,1730A4,31,,64367.81,,1923153.48,,1260,,172315.892,302339.446,,33,,223131.36,,8075835.08,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7132,7132,,TSM,TR2275,1730A4,31,,64057.04,,1923051.33,,1252.34,,172312.601,302349.984,,33,,223441.2,,8075940.53,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7133,7133,,TSM,TR2276,1730A4,31,,64037.65,,1922919,,1257.82,,172308.298,302350.654,,33,,223459.22,,8076073.12,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7134,7134,,TSM,TR2276,1730A4,31,,63877.38,,1922907.96,,1262.56,,172307.956,302356.086,,33,,223619.45,,8076085.84,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7135,7135,,TSM,TR2276,1730A4,31,,63774.79,,1922856.9,,1263.63,,172306.305,302359.566,,33,,223721.54,,8076138,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7136,7136,,TSM,TR2276,1730A4,31,,63689.42,,1922970.4,,1258,,172310.006,302402.446,,33,,223808.14,,8076025.33,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7137,7137,,TSM,TR2276,1730A4,31,,63523.26,,1922904.43,,1260.14,,172307.877,302408.081,,33,,223973.68,,8076093.06,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,30cm cylindrical pillar,,Banket,,
TSM7138,7138,,TSM,TR2276,1730A4,31,,64126.06,,1922828.91,,1261.86,,172305.358,302347.67,,33,,223369.82,,8076162.32,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7139,7139,,TSM,TR2276,1730A4,31,,63790.7,,1922485.14,,1281.11,,172254.21,302359.066,,33,,223701.74,,8076509.76,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,30cm cylindrical pillar,,Banket,,
TSM714,714,,TSM,TR9627,1731C3,31,,-9784.87,,1971200.35,,1503.96,,174922.082,310532.277,,33,,297809.87,,8028560.02,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM7140,7140,,TSM,TR2276,1730A4,31,,63994.7,,1922430.37,,1283.18,,172252.408,302352.161,,33,,223497.08,,8076562.42,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,30cm cylindrical pillar,,Banket,,
TSM7141,7141,,TSM,TR2276,1730A4,31,,64369.11,,1922749.61,,1259.44,,172302.754,302339.445,,33,,223125.84,,8076239.12,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7142,7142,,TSM,TR2276,1730A4,31,,64541.88,,1922674,,1261.46,,172300.277,302333.6,,33,,222952.2,,8076312.96,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7143,7143,,TSM,TR2276,1730A4,31,,64603.51,,1922956.78,,1262.02,,172309.47,302331.482,,33,,222893.5,,8076029.4,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7144,7144,,TSM,TR2276,1730A4,31,,64855.66,,1922654.7,,1268.06,,172259.617,302322.973,,33,,222638.08,,8076328.98,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7145,7145,,TSM,TR2276,1730A4,31,,64564.76,,1922514.04,,1266.52,,172255.072,302332.842,,33,,222927.64,,8076472.75,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7146,7146,,TSM,TR2276,1730A4,31,,64676.68,,1922437.3,,1265.76,,172252.564,302329.06,,33,,222814.88,,8076548.36,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7147,7147,,TSM,TR2276,1730A4,31,,64644.18,,1922319.52,,1266.62,,172248.736,302330.173,,33,,222846.16,,8076666.54,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7148,7148,,TSM,TR2276,1730A4,31,,64566.24,,1922234.01,,1267.02,,172245.962,302332.822,,33,,222923.24,,8076752.89,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7149,7149,,TSM,TR2277,1730A4,31,,64648.64,,1921804.56,,1259.16,,172231.984,302330.078,,33,,222836.32,,8077181.68,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM715,715,,TSM,TR9627,1731C3,31,,-9879.57,,1971537.94,,1504.9,,174933.061,310535.498,,33,,297908.18,,8028223.42,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM7150,7150,,TSM,TR2277,1730A4,31,,64775.59,,1921388.4,,1255.46,,172218.434,302325.822,,33,,222704.98,,8077596.69,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7151,7151,,TSM,TR2277,1730A4,31,,64592.4,,1921306.48,,1258.28,,172215.788,302332.036,,33,,222887.4,,8077680.56,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7152,7152,,TSM,TR2277,1730A4,31,,64340.06,,1921332.27,,1260.68,,172216.653,302340.58,,33,,223140.1,,8077657.39,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7153,7153,,TSM,TR2277,1730A4,31,,64205.56,,1921320.02,,1263.57,,172216.268,302345.138,,33,,223274.54,,8077671.04,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7154,7154,,TSM,TR2277,1730A4,31,,64044.58,,1921314.36,,1267.08,,172216.1,302350.591,,33,,223435.54,,8077678.4,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7155,7155,,TSM,TR2277,1730A4,31,,64015.84,,1921548.5,,1272.32,,172223.72,302351.54,,33,,223466.72,,8077444.45,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7156,7156,,TSM,TR2277,1730A4,31,,64184.44,,1921570.28,,1272.01,,172224.411,302345.826,,33,,223298.28,,8077420.9,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7158,7158,,TSM,TR2277,1730A4,31,,64556.44,,1921682.86,,1262.44,,172228.035,302333.214,,33,,222927.28,,8077304.39,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7159,7159,,TSM,TR2276,1730A4,31,,64448.76,,1922329.36,,1271.94,,172249.076,302336.792,,33,,223041.77,,8076658.72,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM716,716,,TSM,TR9627,1731C3,31,,-9939.95,,1971403.56,,1506.22,,174928.689,310537.546,,33,,297967.13,,8028358.46,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM7160,7160,,TSM,TR2276,1730A4,31,,64237.67,,1922145.9,,1271.6,,172243.13,302343.962,,33,,223251.04,,8076844.48,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7161,7161,,TSM,TR2277,1730A4,31,,63972.03,,1921969.8,,1266.16,,172237.429,302352.978,,33,,223514.96,,8077023.42,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7162,7162,,TSM,TR2277,1730A4,31,,64011.31,,1921769.68,,1274.32,,172230.915,302351.67,,33,,223473.57,,8077223.22,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7163,7163,,TSM,TR2277,1730A4,31,,64003.46,,1921679.79,,1275.22,,172227.992,302351.944,,33,,223480.48,,8077313.23,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM7164,7164,,TSM,TR2276,1730A4,31,,64233.88,,1922462.9,,1276.28,,172253.442,302344.056,,33,,223258.14,,8076527.38,,0,0,,0,,0,,0,0,0,0,,,,,,,1730,False,False,,,Banket,,
TSM717,717,,TSM,TR9827,1731C3,31,,-10176.71,,1971391.2,,1508.92,,174928.283,310545.586,,33,,298203.77,,8028373.35,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM718,718,,TSM,TR9827,1731C3,31,,-9997.38,,1971629.38,,1504.25,,174936.034,310539.5,,33,,298026.97,,8028133.24,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM719,719,,TSM,TR9627,1731C3,31,,-9795.98,,1971891.59,,1501.23,,174944.567,310532.665,,33,,297828.37,,8027868.87,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM72,72,,TSM,TR9227,1731C3,31,,-4614.34,,1972299.19,,1470.36,,174957.887,310236.703,,33,,292650.78,,8027405.83,,0,0,,0,,0,,0,0,0,0,,1971-12-01 00:00:00,,,,,1731,False,False,,,Harare,,
TSM720,720,,TSM,TR9627,1731C3,31,,-9708.13,,1972005.66,,1500.35,,174948.279,310529.684,,33,,297741.74,,8027753.85,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,.,,Harare,,
TSM721,721,,TSM,TR9627,1731C3,31,,-9945.58,,1972201.88,,1497.89,,174954.658,310537.751,,33,,297981.3,,8027560.16,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM722,722,,TSM,TR9827,1731C3,31,,-10040.13,,1972078.61,,1499.43,,174950.646,310540.96,,33,,298074.53,,8027684.44,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,True,False,,,Harare,,
TSM723,723,,TSM,TR9827,1731C3,31,0,-10252.87,0,1971800.63,0,1503.04,,174941.6,310548.179,,33,0,298284.31,0,8027964.72,0,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,True,False,,,Harare,,
TSM724,724,,TSM,TR9625,1731C3,31,,-7989.36,,1973546.35,,1482.87,,175038.42,310431.336,,33,,296039.36,,8026194.69,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM725,725,,TSM,TR9627,1731C3,31,,-9797,,1971076.94,,1503.69,,174918.067,310532.686,,33,,297820.68,,8028683.56,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM726,726,,TSM,TR9627,1731C3,31,,-9707.5,,1970914.71,,1497.97,,174912.791,310529.644,,33,,297729.44,,8028844.84,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM727,727,,TSM,TR9629,1731C3,31,,-9887.79,,1970150.17,,1498.56,,174847.918,310535.754,,33,,297901.57,,8029611.35,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM728,728,,TSM,TR9829,1731C3,31,,-10297.58,,1969603.61,,1505.3,,174830.132,310549.659,,33,,298305.54,,8030162.31,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,True,False,,,Harare,,
TSM729,729,,TSM,TR9829,1731C3,31,,-10226.8,,1969591.01,,1505.39,,174829.724,310547.255,,33,,298234.62,,8030174.15,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,True,False,,,Harare,,
TSM730,730,,TSM,TR9829,1731C3,31,,-10106.75,,1969648.63,,1503.48,,174831.6,310543.18,,33,,298115.18,,8030115.25,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,True,False,,,Harare,,
TSM731,731,,TSM,TR9829,1731C3,31,,-10113.47,,1969507.45,,1504.21,,174827.007,310543.406,,33,,298120.39,,8030256.51,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,True,False,Destroyed,,Harare,,
TSM732,732,,TSM,TR9827,1731C3,31,,-10252.87,,1971800.63,,1504.82,,174819.726,310541.921,,33,,298284.31,,8027964.72,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,Destroyed,,Harare,,
TSM733,733,,TSM,TR9629,1731C3,31,,-9743.02,,1969023.8,,1507.37,,174811.281,310530.819,,33,,297744.77,,8030736.22,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,Destroyed,,Harare,,
TSM734,734,,TSM,TR9629,1731C3,31,,-9550.17,,1968870.4,,1513.56,,174806.294,310524.268,,33,,297550.27,,8030887.57,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,DESTROYED,,Harare,,
TSM735,735,,TSM,TR9631,1731C3,31,,-9422.18,,1968744.29,,1520.86,,174802.194,310519.921,,33,,297420.93,,8031012.32,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,Disturbed,,Harare,,
TSM736,736,,TSM,TR9629,1731C3,31,,-8275.38,,1970209.14,,1491.07,,174849.861,310441.003,,33,,296289.71,,8029535.15,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM737,737,,TSM,TR9629,1731C3,31,,-9710.44,,1968770.6,,1510.76,,174803.045,310529.708,,33,,297709.48,,8030989.09,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM738,738,,TSM,TR9629,1731C3,31,,-9568.38,,1969052.1,,1510.7,,174812.204,310524.89,,33,,297570.42,,8030706.06,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM739,739,,TSM,TR9629,1731C3,31,,-9077.5,,1968897.11,,1522.07,,174807.17,310508.22,,33,,297077.86,,8030855.82,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM7393,7393,,TSM,TR9409,1731C3,31,,-7492.83,,1989983.03,,1436.28,,175933.093,310414.685,,33,,295719.39,,8009751.74,,0,0,,0,,0,,0,0,0,0,,,,,,,1731,False,False,standard,,Harare,,
TSM7394,7394,,TSM,TR9408,1731C3,31,,-6981.47,,1990736.56,,1438.27,,175957.61,310357.313,,33,,295216.14,,8008992.66,,0,0,,0,,0,,0,0,0,0,,,,,,,1731,True,False,Copper nail in concrete sewer cover,,Harare,,
TSM7395,7395,,TSM,TR9408,1831A1,31,,-6425.33,,1991637.6,,1427.37,,180026.926,310338.419,,33,,294669.69,,8008085.55,,0,0,,0,,0,,0,0,0,0,,,,,,,1831,True,False,standard,,Chitungwiza,,
TSM7396,7396,,TSM,TR9407,1831A1,31,,-6241.63,,1992345.7,,1422.71,,180049.962,310332.182,,33,,294493.62,,8007375.43,,0,0,,0,,0,,0,0,0,0,,,,,,,1831,False,False,Brass plug in rock,,Chitungwiza,,
TSM7397,7397,,TSM,TR9406,1831A1,31,,-6569.75,,1992827.2,,1418.1,,180105.621,310343.342,,33,,294826.96,,8006897.44,,0,0,,0,,0,,0,0,0,0,,,,,,,1831,False,False,Std destroyed,,Chitungwiza,,
TSM7398,7398,,TSM,TR9407,1831A1,31,,-7514.45,,1992076.02,,1437.81,,180041.175,310415.447,,33,,295763.61,,8007658.87,,0,0,,0,,0,,0,0,0,0,,,,,,,1831,False,False,Brass plug in rock,,Chitungwiza,,
TSM74,74,,TSM,TR9227,1731C3,31,,-5193.36,,1972153.36,,1471.45,,174953.138,310256.366,,33,,293228.28,,8027557.86,,0,0,,0,,0,,0,0,0,0,,1971-12-01 00:00:00,,,,,1731,False,False,,,Harare,,
TSM740,740,,TSM,TR9629,1731C3,31,,-8863.76,,1968999.64,,1516.84,,174810.508,310500.964,,33,,296865.2,,8030751,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM741,741,,TSM,TR9629,1731C3,31,,-8578.13,,1969130.51,,1506.39,,174814.77,310451.268,,33,,296580.96,,8030617.07,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM742,742,,TSM,TR9629,1731C3,31,,-8361.35,,1969302,,1500.24,,174820.351,310443.909,,33,,296366,,8030443.26,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM743,743,,TSM,TR9629,1731C3,31,,-8078.51,,1969509.2,,1493.23,,174827.095,310434.308,,33,,296085.36,,8030233.03,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM744,744,,TSM,TR9429,1731C3,31,,-7849.22,,1969690.33,,1489.71,,174832.99,310426.525,,33,,295857.99,,8030049.43,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM745,745,,TSM,TR9429,1731C3,31,,-7365.31,,1970052.04,,1486.4,,174844.762,310410.098,,33,,295377.9,,8029682.53,,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,False,False,,,Harare,,
TSM746,746,,TSM,TR9429,1731C3,31,0,-7003.24,0,1970362.91,0,1489.37,,174854.878,310357.807,,33,0,295019.14,0,8029367.78,0,0,0,,0,,0,,0,0,0,0,1974-12-01 00:00:00,,,,,,1731,True,False,,,Harare,,
